Station,Year,Month,Day,Maximum temparature (celcius),Minimum temparature (celcius),Rainfall (millimetres)
AU_QLD_098,2009,02,14,7,-2,250.5
AU_QLD_098,2009,02,15,16,-3,160.3
AU_QLD_098,2009,02,16,36,8,189.8
AU_QLD_098,2009,02,17,38,22,38.7
AU_QLD_098,2009,02,18,17,-5,348.3
AU_QLD_098,2009,02,19,39,5,270.5
AU_QLD_098,2009,02,20,19,-3,334.8
AU_QLD_098,2009,02,21,2,-4,17.8
AU_QLD_098,2009,02,22,35,26,176.3
AU_QLD_098,2009,02,23,8,0,172.2
AU_QLD_098,2009,02,24,20,-3,95.7
AU_QLD_098,2009,02,25,28,7,77.5
AU_QLD_098,2009,02,26,19,10,104.8
AU_QLD_098,2009,02,27,30,5,83.3
AU_QLD_098,2009,02,28,14,-1,46.2
AU_QLD_098,2009,03,01,35,17,209.0
AU_QLD_098,2009,03,02,37,3,20.4
AU_QLD_098,2009,03,03,14,-4,171.2
AU_QLD_098,2009,03,04,12,3,31.3
AU_QLD_098,2009,03,05,18,8,6.5
AU_QLD_098,2009,03,06,38,10,213.3
AU_QLD_098,2009,03,07,13,3,12.5
AU_QLD_098,2009,03,08,11,-5,255.6
AU_QLD_098,2009,03,09,15,1,309.5
AU_QLD_098,2009,03,10,18,5,394.8
AU_QLD_098,2009,03,11,16,-3,127.7
AU_QLD_098,2009,03,12,23,3,353.0
AU_QLD_098,2009,03,13,5,-5,247.4
AU_QLD_098,2009,03,14,30,14,69.0
AU_QLD_098,2009,03,15,34,20,45.2
AU_QLD_098,2009,03,16,13,6,37.1
AU_QLD_098,2009,03,17,16,-1,99.1
AU_QLD_098,2009,03,18,30,4,181.8
AU_QLD_098,2009,03,19,33,26,254.0
AU_QLD_098,2009,03,20,2,-5,187.1
AU_QLD_098,2009,03,21,31,-1,371.0
AU_QLD_098,2009,03,22,6,-2,380.8
AU_QLD_098,2009,03,23,32,23,299.6
AU_QLD_098,2009,03,24,1,-5,147.6
AU_QLD_098,2009,03,25,4,-3,367.0
AU_QLD_098,2009,03,26,19,3,250.6
AU_QLD_098,2009,03,27,12,-3,203.1
AU_QLD_098,2009,03,28,16,9,79.0
AU_QLD_098,2009,03,29,37,15,47.4
AU_QLD_098,2009,03,30,27,12,80.8
AU_QLD_098,2009,03,31,27,5,184.8
AU_QLD_098,2009,04,01,34,12,14.2
AU_QLD_098,2009,04,02,38,-5,395.6
AU_QLD_098,2009,04,03,16,2,269.4
AU_QLD_098,2009,04,04,15,9,59.2
AU_QLD_098,2009,04,05,5,-4,114.8
AU_QLD_098,2009,04,06,3,-5,221.2
AU_QLD_098,2009,04,07,8,1,83.5
AU_QLD_098,2009,04,08,30,22,139.3
AU_QLD_098,2009,04,09,29,-5,362.5
AU_QLD_098,2009,04,10,33,23,109.6
AU_QLD_098,2009,04,11,39,9,178.1
AU_QLD_098,2009,04,12,21,0,48.2
AU_QLD_098,2009,04,13,39,7,120.2
AU_QLD_098,2009,04,14,37,13,243.5
AU_QLD_098,2009,04,15,10,2,234.7
AU_QLD_098,2009,04,16,23,8,325.8
AU_QLD_098,2009,04,17,6,-2,283.1
AU_QLD_098,2009,04,18,35,-3,8.3
AU_QLD_098,2009,04,19,12,-3,285.4
AU_QLD_098,2009,04,20,10,1,1.3
AU_QLD_098,2009,04,21,39,-2,148.5
AU_QLD_098,2009,04,22,23,-3,68.4
AU_QLD_098,2009,04,23,36,-2,329.1
AU_QLD_098,2009,04,24,1,-5,188.7
AU_QLD_098,2009,04,25,32,25,149.2
AU_QLD_098,2009,04,26,39,33,208.6
AU_QLD_098,2009,04,27,36,-3,305.0
AU_QLD_098,2009,04,28,10,-3,351.1
AU_QLD_098,2009,04,29,36,26,300.0
AU_QLD_098,2009,04,30,22,15,133.7
AU_QLD_098,2009,05,01,19,2,292.1
AU_QLD_098,2009,05,02,16,10,387.1
AU_QLD_098,2009,05,03,39,-1,331.3
AU_QLD_098,2009,05,04,32,5,218.1
AU_QLD_098,2009,05,05,35,-5,3.7
AU_QLD_098,2009,05,06,9,3,159.3
AU_QLD_098,2009,05,07,32,1,210.5
AU_QLD_098,2009,05,08,36,10,89.3
AU_QLD_098,2009,05,09,34,21,79.2
AU_QLD_098,2009,05,10,0,-5,238.5
AU_QLD_098,2009,05,11,17,-1,98.3
AU_QLD_098,2009,05,12,28,20,377.1
AU_QLD_098,2009,05,13,4,-4,231.3
AU_QLD_098,2009,05,14,11,-4,374.7
AU_QLD_098,2009,05,15,7,-3,187.7
AU_QLD_098,2009,05,16,6,0,356.7
AU_QLD_098,2009,05,17,38,2,13.1
AU_QLD_098,2009,05,18,29,18,321.0
AU_QLD_098,2009,05,19,31,20,62.2
AU_QLD_098,2009,05,20,30,-5,321.0
AU_QLD_098,2009,05,21,36,21,273.5
AU_QLD_098,2009,05,22,3,-3,360.7
AU_QLD_098,2009,05,23,14,2,267.0
AU_QLD_098,2009,05,24,1,-5,314.8
AU_QLD_098,2009,05,25,18,2,83.7
AU_QLD_098,2009,05,26,11,-3,65.3
AU_QLD_098,2009,05,27,31,16,322.0
AU_QLD_098,2009,05,28,18,-2,119.4
AU_QLD_098,2009,05,29,22,7,276.1
AU_QLD_098,2009,05,30,23,10,263.1
AU_QLD_098,2009,05,31,8,-4,309.5
AU_QLD_098,2009,06,01,7,-1,224.4
AU_QLD_098,2009,06,02,11,2,245.2
AU_QLD_098,2009,06,03,38,9,273.6
AU_QLD_098,2009,06,04,5,-4,4.1
AU_QLD_098,2009,06,05,4,-4,30.5
AU_QLD_098,2009,06,06,22,-1,261.3
AU_QLD_098,2009,06,07,11,-1,393.1
AU_QLD_098,2009,06,08,2,-5,62.0
AU_QLD_098,2009,06,09,29,-4,297.5
AU_QLD_098,2009,06,10,36,16,246.7
AU_QLD_098,2009,06,11,10,-3,342.3
AU_QLD_098,2009,06,12,36,22,230.1
AU_QLD_098,2009,06,13,0,-1,138.2
AU_QLD_098,2009,06,14,10,-5,40.3
AU_QLD_098,2009,06,15,1,-5,257.6
AU_QLD_098,2009,06,16,0,-3,235.8
AU_QLD_098,2009,06,17,24,5,73.2
AU_QLD_098,2009,06,18,18,5,252.4
AU_QLD_098,2009,06,19,35,25,386.3
AU_QLD_098,2009,06,20,33,18,301.0
AU_QLD_098,2009,06,21,26,15,399.5
AU_QLD_098,2009,06,22,19,-5,177.0
AU_QLD_098,2009,06,23,38,3,131.1
AU_QLD_098,2009,06,24,13,-3,109.0
AU_QLD_098,2009,06,25,10,2,372.2
AU_QLD_098,2009,06,26,33,26,41.4
AU_QLD_098,2009,06,27,37,15,363.8
AU_QLD_098,2009,06,28,39,-3,317.3
AU_QLD_098,2009,06,29,22,-1,322.0
AU_QLD_098,2009,06,30,24,3,116.2
AU_QLD_098,2009,07,01,38,0,116.1
AU_QLD_098,2009,07,02,37,4,379.4
AU_QLD_098,2009,07,03,1,-5,191.7
AU_QLD_098,2009,07,04,28,5,18.1
AU_QLD_098,2009,07,05,36,27,196.0
AU_QLD_098,2009,07,06,11,0,121.7
AU_QLD_098,2009,07,07,8,0,6.5
AU_QLD_098,2009,07,08,10,1,36.8
AU_QLD_098,2009,07,09,5,-4,358.6
AU_QLD_098,2009,07,10,5,-2,183.5
AU_QLD_098,2009,07,11,31,9,109.8
AU_QLD_098,2009,07,12,32,-4,379.5
AU_QLD_098,2009,07,13,20,8,130.6
AU_QLD_098,2009,07,14,32,24,278.3
AU_QLD_098,2009,07,15,28,14,367.7
AU_QLD_098,2009,07,16,16,9,230.6
AU_QLD_098,2009,07,17,7,0,64.5
AU_QLD_098,2009,07,18,1,-5,103.6
AU_QLD_098,2009,07,19,26,18,19.2
AU_QLD_098,2009,07,20,8,0,247.7
AU_QLD_098,2009,07,21,18,-3,72.2
AU_QLD_098,2009,07,22,19,2,57.7
AU_QLD_098,2009,07,23,14,-4,385.6
AU_QLD_098,2009,07,24,20,5,206.7
AU_QLD_098,2009,07,25,24,-3,275.4
AU_QLD_098,2009,07,26,36,29,301.4
AU_QLD_098,2009,07,27,4,-3,243.4
AU_QLD_098,2009,07,28,0,-4,315.3
AU_QLD_098,2009,07,29,0,-1,394.0
AU_QLD_098,2009,07,30,24,-4,227.3
AU_QLD_098,2009,07,31,2,-4,97.1
AU_QLD_098,2009,08,01,34,14,128.0
AU_QLD_098,2009,08,02,5,-2,37.1
AU_QLD_098,2009,08,03,27,9,141.8
AU_QLD_098,2009,08,04,11,-3,243.6
AU_QLD_098,2009,08,05,21,-1,156.5
AU_QLD_098,2009,08,06,3,-3,156.6
AU_QLD_098,2009,08,07,1,-5,155.8
AU_QLD_098,2009,08,08,36,30,2.4
AU_QLD_098,2009,08,09,23,9,207.8
AU_QLD_098,2009,08,10,8,-3,393.0
AU_QLD_098,2009,08,11,25,10,237.3
AU_QLD_098,2009,08,12,26,-4,294.3
AU_QLD_098,2009,08,13,19,-1,139.7
AU_QLD_098,2009,08,14,23,0,131.0
AU_QLD_098,2009,08,15,29,18,20.4
AU_QLD_098,2009,08,16,8,-1,56.8
AU_QLD_098,2009,08,17,6,0,192.4
AU_QLD_098,2009,08,18,6,-1,99.1
AU_QLD_098,2009,08,19,10,1,383.0
AU_QLD_098,2009,08,20,28,13,17.4
AU_QLD_098,2009,08,21,21,13,127.0
AU_QLD_098,2009,08,22,9,-3,306.3
AU_QLD_098,2009,08,23,38,32,353.8
AU_QLD_098,2009,08,24,35,16,360.2
AU_QLD_098,2009,08,25,20,13,24.0
AU_QLD_098,2009,08,26,4,-4,71.5
AU_QLD_098,2009,08,27,4,-3,168.7
AU_QLD_098,2009,08,28,31,25,230.4
AU_QLD_098,2009,08,29,16,-3,106.2
AU_QLD_098,2009,08,30,35,-2,301.2
AU_QLD_098,2009,08,31,32,18,151.5
AU_QLD_098,2009,09,01,15,-4,101.0
AU_QLD_098,2009,09,02,13,-2,8.6
AU_QLD_098,2009,09,03,4,-4,218.0
AU_QLD_098,2009,09,04,16,7,220.6
AU_QLD_098,2009,09,05,22,3,91.4
AU_QLD_098,2009,09,06,23,-5,2.2
AU_QLD_098,2009,09,07,10,1,248.5
AU_QLD_098,2009,09,08,8,1,234.4
AU_QLD_098,2009,09,09,33,8,35.2
AU_QLD_098,2009,09,10,28,22,183.0
AU_QLD_098,2009,09,11,11,1,239.3
AU_QLD_098,2009,09,12,37,15,31.0
AU_QLD_098,2009,09,13,37,28,20.6
AU_QLD_098,2009,09,14,15,-5,153.6
AU_QLD_098,2009,09,15,35,-1,344.3
AU_QLD_098,2009,09,16,26,6,61.3
AU_QLD_098,2009,09,17,5,-2,326.5
AU_QLD_098,2009,09,18,6,-2,39.1
AU_QLD_098,2009,09,19,6,-4,59.0
AU_QLD_098,2009,09,20,37,23,308.1
AU_QLD_098,2009,09,21,24,-5,3.2
AU_QLD_098,2009,09,22,36,6,195.5
AU_QLD_098,2009,09,23,16,-2,48.6
AU_QLD_098,2009,09,24,33,19,277.3
AU_QLD_098,2009,09,25,0,-6,371.3
AU_QLD_098,2009,09,26,22,7,189.5
AU_QLD_098,2009,09,27,23,13,240.6
AU_QLD_098,2009,09,28,20,11,177.1
AU_QLD_098,2009,09,29,26,7,254.3
AU_QLD_098,2009,09,30,9,2,150.6
AU_QLD_098,2009,10,01,39,26,276.6
AU_QLD_098,2009,10,02,18,-2,359.2
AU_QLD_098,2009,10,03,12,-1,125.8
AU_QLD_098,2009,10,04,24,-3,285.0
AU_QLD_098,2009,10,05,36,25,228.7
AU_QLD_098,2009,10,06,7,-5,232.8
AU_QLD_098,2009,10,07,25,10,376.0
AU_QLD_098,2009,10,08,18,2,52.8
AU_QLD_098,2009,10,09,18,-2,89.5
AU_QLD_098,2009,10,10,0,-3,244.6
AU_QLD_098,2009,10,11,38,-3,232.2
AU_QLD_098,2009,10,12,10,1,235.3
AU_QLD_098,2009,10,13,15,3,155.0
AU_QLD_098,2009,10,14,25,12,157.4
AU_QLD_098,2009,10,15,8,1,134.5
AU_QLD_098,2009,10,16,20,10,50.6
AU_QLD_098,2009,10,17,15,1,2.7
AU_QLD_098,2009,10,18,8,2,387.4
AU_QLD_098,2009,10,19,27,-3,345.3
AU_QLD_098,2009,10,20,5,-1,379.1
AU_QLD_098,2009,10,21,14,-2,247.0
AU_QLD_098,2009,10,22,39,9,294.3
AU_QLD_098,2009,10,23,35,28,42.7
AU_QLD_098,2009,10,24,18,5,212.6
AU_QLD_098,2009,10,25,0,-3,259.2
AU_QLD_098,2009,10,26,37,21,311.8
AU_QLD_098,2009,10,27,21,10,83.7
AU_QLD_098,2009,10,28,16,2,352.6
AU_QLD_098,2009,10,29,19,10,350.2
AU_QLD_098,2009,10,30,29,16,213.3
AU_QLD_098,2009,10,31,6,-5,266.2
AU_QLD_098,2009,11,01,9,-5,206.3
AU_QLD_098,2009,11,02,35,21,32.6
AU_QLD_098,2009,11,03,28,13,291.5
AU_QLD_098,2009,11,04,2,-4,314.5
AU_QLD_098,2009,11,05,4,-5,159.2
AU_QLD_098,2009,11,06,28,8,275.2
AU_QLD_098,2009,11,07,6,-2,159.6
AU_QLD_098,2009,11,08,37,30,266.4
AU_QLD_098,2009,11,09,29,18,275.6
AU_QLD_098,2009,11,10,27,17,222.3
AU_QLD_098,2009,11,11,0,-8,364.8
AU_QLD_098,2009,11,12,20,4,2.7
AU_QLD_098,2009,11,13,32,-4,44.6
AU_QLD_098,2009,11,14,20,-2,282.6
AU_QLD_098,2009,11,15,14,1,328.5
AU_QLD_098,2009,11,16,28,5,268.0
AU_QLD_098,2009,11,17,9,-2,201.1
AU_QLD_098,2009,11,18,11,0,80.6
AU_QLD_098,2009,11,19,38,12,198.4
AU_QLD_098,2009,11,20,9,-4,32.7
AU_QLD_098,2009,11,21,37,-1,58.6
AU_QLD_098,2009,11,22,6,-2,296.0
AU_QLD_098,2009,11,23,35,-2,20.4
AU_QLD_098,2009,11,24,7,-3,38.5
AU_QLD_098,2009,11,25,10,-3,146.6
AU_QLD_098,2009,11,26,17,11,10.1
AU_QLD_098,2009,11,27,9,-5,372.2
AU_QLD_098,2009,11,28,28,13,199.1
AU_QLD_098,2009,11,29,34,23,79.8
AU_QLD_098,2009,11,30,24,13,32.8
AU_QLD_098,2009,12,01,30,6,391.7
AU_QLD_098,2009,12,02,2,-5,59.3
AU_QLD_098,2009,12,03,11,-4,242.3
AU_QLD_098,2009,12,04,24,1,305.3
AU_QLD_098,2009,12,05,22,-4,252.8
AU_QLD_098,2009,12,06,8,2,123.4
AU_QLD_098,2009,12,07,9,0,189.0
AU_QLD_098,2009,12,08,13,4,374.4
AU_QLD_098,2009,12,09,29,-3,308.8
AU_QLD_098,2009,12,10,25,-3,80.8
AU_QLD_098,2009,12,11,32,-3,319.0
AU_QLD_098,2009,12,12,12,-2,184.2
AU_QLD_098,2009,12,13,32,20,352.8
AU_QLD_098,2009,12,14,27,16,49.0
AU_QLD_098,2009,12,15,30,0,185.6
AU_QLD_098,2009,12,16,25,14,62.2
AU_QLD_098,2009,12,17,20,8,272.8
AU_QLD_098,2009,12,18,17,1,263.1
AU_QLD_098,2009,12,19,39,13,59.1
AU_QLD_098,2009,12,20,16,-2,371.3
AU_QLD_098,2009,12,21,28,4,341.2
AU_QLD_098,2009,12,22,39,-5,140.4
AU_QLD_098,2009,12,23,6,-5,359.4
AU_QLD_098,2009,12,24,7,-1,317.3
AU_QLD_098,2009,12,25,6,-1,383.4
AU_QLD_098,2009,12,26,4,-3,54.0
AU_QLD_098,2009,12,27,17,3,252.8
AU_QLD_098,2009,12,28,10,-5,198.1
AU_QLD_098,2009,12,29,22,16,158.4
AU_QLD_098,2009,12,30,2,-4,224.2
AU_QLD_098,2009,12,31,21,6,10.7
AU_QLD_098,2010,01,01,21,-1,246.0
AU_QLD_098,2010,01,02,32,15,68.0
AU_QLD_098,2010,01,03,15,2,240.4
AU_QLD_098,2010,01,04,5,-3,228.1
AU_QLD_098,2010,01,05,5,-5,326.0
AU_QLD_098,2010,01,06,25,14,241.7
AU_QLD_098,2010,01,07,39,30,193.6
AU_QLD_098,2010,01,08,22,7,232.8
AU_QLD_098,2010,01,09,6,-5,158.5
AU_QLD_098,2010,01,10,13,4,229.6
AU_QLD_098,2010,01,11,38,7,298.1
AU_QLD_098,2010,01,12,4,-2,183.7
AU_QLD_098,2010,01,13,21,11,326.8
AU_QLD_098,2010,01,14,9,2,336.6
AU_QLD_098,2010,01,15,10,4,228.8
AU_QLD_098,2010,01,16,5,-3,163.5
AU_QLD_098,2010,01,17,14,-4,391.6
AU_QLD_098,2010,01,18,26,5,260.2
AU_QLD_098,2010,01,19,22,15,119.0
AU_QLD_098,2010,01,20,37,17,395.5
AU_QLD_098,2010,01,21,38,3,234.4
AU_QLD_098,2010,01,22,4,-2,16.4
AU_QLD_098,2010,01,23,22,-1,396.0
AU_QLD_098,2010,01,24,23,3,176.3
AU_QLD_098,2010,01,25,17,7,183.1
AU_QLD_098,2010,01,26,10,2,166.3
AU_QLD_098,2010,01,27,1,-5,267.0
AU_QLD_098,2010,01,28,10,1,66.0
AU_QLD_098,2010,01,29,12,-3,263.8
AU_QLD_098,2010,01,30,35,-1,277.4
AU_QLD_098,2010,01,31,33,13,77.1
AU_QLD_098,2010,02,01,16,-5,34.6
AU_QLD_098,2010,02,02,35,22,145.3
AU_QLD_098,2010,02,03,34,10,111.1
AU_QLD_098,2010,02,04,36,1,186.6
AU_QLD_098,2010,02,05,15,3,321.8
AU_QLD_098,2010,02,06,19,13,79.8
AU_QLD_098,2010,02,07,28,0,195.3
AU_QLD_098,2010,02,08,30,19,203.8
AU_QLD_098,2010,02,09,27,14,287.0
AU_QLD_098,2010,02,10,16,2,346.8
AU_QLD_098,2010,02,11,22,-1,370.2
AU_QLD_098,2010,02,12,28,20,329.5
AU_QLD_098,2010,02,13,25,13,172.6
AU_QLD_098,2010,02,14,39,24,169.5
AU_QLD_098,2010,02,15,11,3,253.7
AU_QLD_098,2010,02,16,1,-5,123.2
AU_QLD_098,2010,02,17,5,-3,361.7
AU_QLD_098,2010,02,18,4,-5,244.0
AU_QLD_098,2010,02,19,17,4,308.1
AU_QLD_098,2010,02,20,3,-4,315.8
AU_QLD_098,2010,02,21,19,5,38.1
AU_QLD_098,2010,02,22,12,-5,374.6
AU_QLD_098,2010,02,23,11,-3,296.7
AU_QLD_098,2010,02,24,14,-5,336.5
AU_QLD_098,2010,02,25,17,-3,165.5
AU_QLD_098,2010,02,26,27,21,325.4
AU_QLD_098,2010,02,27,7,-2,201.8
AU_QLD_098,2010,02,28,14,-1,340.8
AU_QLD_098,2010,03,01,26,7,245.7
AU_QLD_098,2010,03,02,22,-5,396.2
AU_QLD_098,2010,03,03,17,5,344.8
AU_QLD_098,2010,03,04,9,-1,158.5
AU_QLD_098,2010,03,05,28,19,183.3
AU_QLD_098,2010,03,06,33,7,289.6
AU_QLD_098,2010,03,07,21,13,5.1
AU_QLD_098,2010,03,08,34,5,312.7
AU_QLD_098,2010,03,09,10,1,11.2
AU_QLD_098,2010,03,10,1,-5,77.1
AU_QLD_098,2010,03,11,0,-6,177.5
AU_QLD_098,2010,03,12,14,4,346.4
AU_QLD_098,2010,03,13,1,-5,322.6
AU_QLD_098,2010,03,14,34,11,202.8
AU_QLD_098,2010,03,15,7,-1,108.3
AU_QLD_098,2010,03,16,17,-4,268.4
AU_QLD_098,2010,03,17,6,-5,29.4
AU_QLD_098,2010,03,18,9,3,368.2
AU_QLD_098,2010,03,19,21,14,343.8
AU_QLD_098,2010,03,20,33,-5,103.5
AU_QLD_098,2010,03,21,21,9,172.1
AU_QLD_098,2010,03,22,26,19,230.4
AU_QLD_098,2010,03,23,8,-4,161.5
AU_QLD_098,2010,03,24,25,1,179.0
AU_QLD_098,2010,03,25,10,-5,271.0
AU_QLD_098,2010,03,26,26,13,294.4
AU_QLD_098,2010,03,27,11,-3,381.3
AU_QLD_098,2010,03,28,14,7,9.2
AU_QLD_098,2010,03,29,11,4,327.2
AU_QLD_098,2010,03,30,38,21,104.3
AU_QLD_098,2010,03,31,36,-1,186.4
AU_QLD_098,2010,04,01,13,-3,386.5
AU_QLD_098,2010,04,02,36,1,100.6
AU_QLD_098,2010,04,03,25,-4,213.1
AU_QLD_098,2010,04,04,31,11,216.5
AU_QLD_098,2010,04,05,25,9,357.7
AU_QLD_098,2010,04,06,8,2,168.1
AU_QLD_098,2010,04,07,0,-5,309.8
AU_QLD_098,2010,04,08,16,-2,121.0
AU_QLD_098,2010,04,09,32,0,235.5
AU_QLD_098,2010,04,10,21,8,354.3
AU_QLD_098,2010,04,11,16,4,160.7
AU_QLD_098,2010,04,12,29,2,316.8
AU_QLD_098,2010,04,13,14,4,77.6
AU_QLD_098,2010,04,14,15,4,82.4
AU_QLD_098,2010,04,15,5,-5,351.0
AU_QLD_098,2010,04,16,24,-1,242.3
AU_QLD_098,2010,04,17,16,-4,372.8
AU_QLD_098,2010,04,18,19,11,219.6
AU_QLD_098,2010,04,19,12,0,331.1
AU_QLD_098,2010,04,20,24,0,28.6
AU_QLD_098,2010,04,21,33,23,87.1
AU_QLD_098,2010,04,22,21,4,187.2
AU_QLD_098,2010,04,23,17,3,316.2
AU_QLD_098,2010,04,24,15,2,379.1
AU_QLD_098,2010,04,25,31,-2,144.3
AU_QLD_098,2010,04,26,18,7,356.7
AU_QLD_098,2010,04,27,17,-2,315.2
AU_QLD_098,2010,04,28,12,3,126.3
AU_QLD_098,2010,04,29,31,17,39.5
AU_QLD_098,2010,04,30,14,6,101.7
AU_QLD_098,2010,05,01,25,0,128.4
AU_QLD_098,2010,05,02,26,4,86.7
AU_QLD_098,2010,05,03,19,10,276.0
AU_QLD_098,2010,05,04,21,-4,240.6
AU_QLD_098,2010,05,05,36,5,355.5
AU_QLD_098,2010,05,06,38,19,180.4
AU_QLD_098,2010,05,07,2,-5,319.7
AU_QLD_098,2010,05,08,37,10,325.1
AU_QLD_098,2010,05,09,15,-3,317.7
AU_QLD_098,2010,05,10,20,9,232.8
AU_QLD_098,2010,05,11,15,2,82.3
AU_QLD_098,2010,05,12,9,2,357.4
AU_QLD_098,2010,05,13,15,9,167.1
AU_QLD_098,2010,05,14,33,1,243.4
AU_QLD_098,2010,05,15,31,0,197.3
AU_QLD_098,2010,05,16,22,3,111.1
AU_QLD_098,2010,05,17,24,10,249.3
AU_QLD_098,2010,05,18,26,2,277.5
AU_QLD_098,2010,05,19,23,-2,256.6
AU_QLD_098,2010,05,20,1,-5,229.7
AU_QLD_098,2010,05,21,39,16,332.3
AU_QLD_098,2010,05,22,35,13,159.8
AU_QLD_098,2010,05,23,26,8,156.0
AU_QLD_098,2010,05,24,38,17,391.8
AU_QLD_098,2010,05,25,17,0,231.2
AU_QLD_098,2010,05,26,39,27,225.0
AU_QLD_098,2010,05,27,30,21,18.5
AU_QLD_098,2010,05,28,10,-4,37.4
AU_QLD_098,2010,05,29,33,20,340.7
AU_QLD_098,2010,05,30,37,8,187.0
AU_QLD_098,2010,05,31,24,9,249.8
AU_QLD_098,2010,06,01,33,6,48.5
AU_QLD_098,2010,06,02,36,15,59.0
AU_QLD_098,2010,06,03,32,18,223.1
AU_QLD_098,2010,06,04,18,3,10.2
AU_QLD_098,2010,06,05,15,1,9.2
AU_QLD_098,2010,06,06,15,0,117.6
AU_QLD_098,2010,06,07,13,2,349.2
AU_QLD_098,2010,06,08,3,-5,271.6
AU_QLD_098,2010,06,09,2,-5,143.3
AU_QLD_098,2010,06,10,23,7,378.0
AU_QLD_098,2010,06,11,25,3,69.8
AU_QLD_098,2010,06,12,38,-2,366.7
AU_QLD_098,2010,06,13,29,14,180.2
AU_QLD_098,2010,06,14,7,-4,307.6
AU_QLD_098,2010,06,15,39,1,87.8
AU_QLD_098,2010,06,16,24,12,98.0
AU_QLD_098,2010,06,17,30,-3,296.2
AU_QLD_098,2010,06,18,28,22,183.5
AU_QLD_098,2010,06,19,37,17,69.5
AU_QLD_098,2010,06,20,22,16,81.7
AU_QLD_098,2010,06,21,0,-1,299.4
AU_QLD_098,2010,06,22,27,19,224.5
AU_QLD_098,2010,06,23,14,2,254.1
AU_QLD_098,2010,06,24,4,-4,70.1
AU_QLD_098,2010,06,25,8,2,95.3
AU_QLD_098,2010,06,26,9,-1,38.4
AU_QLD_098,2010,06,27,16,-3,115.6
AU_QLD_098,2010,06,28,22,4,392.0
AU_QLD_098,2010,06,29,3,-5,371.7
AU_QLD_098,2010,06,30,1,-5,114.7
AU_QLD_098,2010,07,01,23,15,310.6
AU_QLD_098,2010,07,02,33,-1,111.4
AU_QLD_098,2010,07,03,21,13,343.4
AU_QLD_098,2010,07,04,8,-3,284.2
AU_QLD_098,2010,07,05,39,25,261.7
AU_QLD_098,2010,07,06,10,-5,325.6
AU_QLD_098,2010,07,07,34,24,381.1
AU_QLD_098,2010,07,08,35,15,348.8
AU_QLD_098,2010,07,09,5,-2,290.2
AU_QLD_098,2010,07,10,5,-3,210.3
AU_QLD_098,2010,07,11,16,-4,70.8
AU_QLD_098,2010,07,12,23,-1,268.3
AU_QLD_098,2010,07,13,37,16,349.3
AU_QLD_098,2010,07,14,14,-4,238.4
AU_QLD_098,2010,07,15,10,-2,64.6
AU_QLD_098,2010,07,16,7,-4,307.1
AU_QLD_098,2010,07,17,13,6,103.6
AU_QLD_098,2010,07,18,34,3,242.2
AU_QLD_098,2010,07,19,14,1,110.3
AU_QLD_098,2010,07,20,24,17,250.5
AU_QLD_098,2010,07,21,7,1,160.4
AU_QLD_098,2010,07,22,14,0,343.2
AU_QLD_098,2010,07,23,7,-3,15.3
AU_QLD_098,2010,07,24,32,13,249.7
AU_QLD_098,2010,07,25,10,4,233.1
AU_QLD_098,2010,07,26,14,-2,132.1
AU_QLD_098,2010,07,27,2,-4,131.0
AU_QLD_098,2010,07,28,25,12,42.3
AU_QLD_098,2010,07,29,9,2,194.5
AU_QLD_098,2010,07,30,22,4,258.8
AU_QLD_098,2010,07,31,28,11,317.6
AU_QLD_098,2010,08,01,17,11,148.5
AU_QLD_098,2010,08,02,1,-5,12.1
AU_QLD_098,2010,08,03,3,-4,74.7
AU_QLD_098,2010,08,04,9,-5,267.4
AU_QLD_098,2010,08,05,37,-1,225.0
AU_QLD_098,2010,08,06,6,-4,391.8
AU_QLD_098,2010,08,07,2,-5,213.5
AU_QLD_098,2010,08,08,21,-2,287.2
AU_QLD_098,2010,08,09,8,2,280.3
AU_QLD_098,2010,08,10,21,9,228.5
AU_QLD_098,2010,08,11,31,21,346.6
AU_QLD_098,2010,08,12,30,18,329.1
AU_QLD_098,2010,08,13,32,-1,290.8
AU_QLD_098,2010,08,14,3,-4,322.3
AU_QLD_098,2010,08,15,30,1,211.1
AU_QLD_098,2010,08,16,32,19,25.3
AU_QLD_098,2010,08,17,16,-2,39.5
AU_QLD_098,2010,08,18,11,-5,276.0
AU_QLD_098,2010,08,19,4,-3,168.7
AU_QLD_098,2010,08,20,38,16,48.5
AU_QLD_098,2010,08,21,29,21,113.4
AU_QLD_098,2010,08,22,35,-5,169.5
AU_QLD_098,2010,08,23,30,0,353.2
AU_QLD_098,2010,08,24,38,3,94.3
AU_QLD_098,2010,08,25,5,-3,311.7
AU_QLD_098,2010,08,26,7,-4,113.4
AU_QLD_098,2010,08,27,24,5,102.3
AU_QLD_098,2010,08,28,21,0,389.1
AU_QLD_098,2010,08,29,18,6,258.5
AU_QLD_098,2010,08,30,11,2,286.6
AU_QLD_098,2010,08,31,30,-1,225.3
AU_QLD_098,2010,09,01,13,-3,132.8
AU_QLD_098,2010,09,02,2,-5,267.5
AU_QLD_098,2010,09,03,20,-1,383.6
AU_QLD_098,2010,09,04,38,23,170.7
AU_QLD_098,2010,09,05,21,6,139.3
AU_QLD_098,2010,09,06,2,-5,298.7
AU_QLD_098,2010,09,07,6,-2,182.0
